400	0.019602
401	0.019593
402	0.019572
403	0.019569
404	0.019595
405	0.019639
406	0.019703
407	0.019774
408	0.019859
409	0.019943
410	0.020009
411	0.02006
412	0.020134
413	0.02023
414	0.020343
415	0.020444
416	0.020557
417	0.020665
418	0.020777
419	0.02089
420	0.020995
421	0.021073
422	0.021163
423	0.021254
424	0.021363
425	0.021478
426	0.021563
427	0.021608
428	0.021666
429	0.02174
430	0.021791
431	0.021826
432	0.021878
433	0.021933
434	0.021983
435	0.022031
436	0.022079
437	0.022127
438	0.022176
439	0.022229
440	0.022301
441	0.022403
442	0.022506
443	0.022609
444	0.022715
445	0.022844
446	0.022958
447	0.023081
448	0.023231
449	0.0234
450	0.023579
451	0.023771
452	0.023984
453	0.024201
454	0.024408
455	0.024615
456	0.024814
457	0.02503
458	0.025226
459	0.025404
460	0.025575
461	0.02572
462	0.025844
463	0.025958
464	0.026077
465	0.026207
466	0.02633
467	0.026436
468	0.02653
469	0.026635
470	0.026727
471	0.026793
472	0.026857
473	0.026923
474	0.026986
475	0.027039
476	0.027098
477	0.027174
478	0.027253
479	0.027329
480	0.027423
481	0.027553
482	0.027701
483	0.02787
484	0.028076
485	0.028322
486	0.028601
487	0.028925
488	0.029314
489	0.02976
490	0.030256
491	0.030797
492	0.031407
493	0.032077
494	0.032799
495	0.0336
496	0.034474
497	0.035435
498	0.036479
499	0.037587
500	0.038795
501	0.04008
502	0.041466
503	0.042944
504	0.044518
505	0.046187
506	0.047978
507	0.04989
508	0.051887
509	0.054013
510	0.056245
511	0.058611
512	0.061109
513	0.063723
514	0.066423
515	0.069258
516	0.072133
517	0.07507
518	0.078032
519	0.081006
520	0.083968
521	0.086893
522	0.089773
523	0.092539
524	0.095163
525	0.09762
526	0.099893
527	0.10196
528	0.10379
529	0.10542
530	0.10685
531	0.10806
532	0.10906
533	0.10988
534	0.11052
535	0.11099
536	0.11132
537	0.11155
538	0.11166
539	0.11171
540	0.11162
541	0.11161
542	0.11152
543	0.11144
544	0.11134
545	0.11131
546	0.11127
547	0.11128
548	0.11128
549	0.11133
550	0.1113
551	0.11126
552	0.11113
553	0.11098
554	0.11074
555	0.11042
556	0.10994
557	0.10944
558	0.10879
559	0.10805
560	0.1073
561	0.10644
562	0.10548
563	0.10441
564	0.10325
